# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: lcdata, datatype: float64}
# - {name: lcerr, datatype: float64}
# - {name: polynomial, datatype: float64}
# - {name: ypos, datatype: float64}
# - {name: ywidth, datatype: float64}
# - {name: astrophysical model, datatype: float64}
# - {name: model, datatype: float64}
# - {name: residuals, datatype: float64}
# schema: astropy-2.0
time wavelength bin_width lcdata lcerr polynomial ypos ywidth "astrophysical model" model residuals
60118.2810219621 3.25 0.4500000000000002 1.0076233220730118 0.0003417196752987326 1.0081089102562306 0.9999952205729058 1.0000000738005852 1.0 1.0081041664718629 -0.0004808443988510991
60118.281241416196 3.25 0.4500000000000002 1.0077737686378998 0.00034177366521707654 1.0081085455647076 0.9999926186038226 1.0000136006739035 1.0 1.0081148151705246 -0.0003410465326247891
60118.28146087029 3.25 0.4500000000000002 1.008179891972369 0.0003419078999170877 1.0081081808731849 0.9999722650720936 1.0000088118765067 1.0 1.0080891041438833 9.078782848570555e-05
60118.281680324384 3.25 0.4500000000000002 1.0081049617452642 0.0003416064130692695 1.0081078161816621 0.9999651270848605 1.000018380285712 1.0 1.008091189186856 1.3772558408176039e-05
60118.28189977848 3.25 0.4500000000000002 1.0075717217918232 0.0003416619348432334 1.0081074514901394 0.999963137152482 1.000010724477961 1.0 1.0080811008064792 -0.0005093790146559751
60118.28211923258 3.25 0.4500000000000002 1.0076683974462037 0.0003418240326209205 1.0081070867986044 0.9999763350001889 0.9999962212475983 1.0 1.0080794206476595 -0.00041102320145580684
60118.282338686666 3.25 0.4500000000000002 1.0081324275389116 0.0003419056363711617 1.0081067221070938 0.9999650863386297 1.0000187514327117 1.0 1.0080904281957503 4.1999343161291947e-05
60118.28255814076 3.25 0.4500000000000002 1.0078953516415368 0.0003418522134728639 1.008106357415571 0.9999733279921619 0.999998396415495 1.0 1.008077852654288 -0.00018250101275119057
60118.28277759486 3.25 0.4500000000000002 1.008171826921781 0.0003417769519225609 1.0081059927240361 0.9999910107658908 1.0000147950574478 1.0 1.0081118454752622 5.9981446518753145e-05
60118.282997048955 3.25 0.4500000000000002 1.0080159886151456 0.00034178214939830254 1.0081056280325134 1.0000007486512679 1.0000077914885612 1.0 1.0081142374014196 -9.824878627395783e-05
60118.28321650305 3.25 0.4500000000000002 1.0080157378068835 0.00034185695392816994 1.0081052633409906 0.9999827803084418 1.0000074267476802 1.0 1.0080953908938006 -7.9653086917153e-05
60118.283435957135 3.25 0.4500000000000002 1.0086184319958185 0.0003418596683581158 1.0081048986494798 0.9999735335208627 1.000015301113303 1.0 1.0080936423812383 0.0005247896145801345
60118.28365541124 3.25 0.4500000000000002 1.0080735587870417 0.0003418203525873395 1.0081045339579449 0.9999895515861751 1.0000071787615494 1.0 1.008101237731047 -2.7678944005238293e-05
60118.28387486533 3.25 0.4500000000000002 1.00797399716207 0.00034187036312504764 1.008104169266422 0.9999998216157933 1.0000133323419436 1.0 1.0081174298236615 -0.00014343266159144719
60118.284094319424 3.25 0.4500000000000002 1.007936432145145 0.0003418030225674858 1.0081038045748993 0.999994988227796 1.000003217968087 1.0 1.0081019962178859 -0.00016556407274093132
60118.28431377352 3.25 0.4500000000000002 1.0080610836222286 0.0003417185116857022 1.0081034398833766 1.0000048127518184 1.000002718621176 1.0 1.0081110322995894 -4.994867736085595e-05
60118.284533227605 3.25 0.4500000000000002 1.0080253448691447 0.00034185231295036 1.0081030751918658 1.000006805367932 0.9999873564049206 1.0 1.0080971895703834 -7.184470123866582e-05
60118.284752681706 3.25 0.4500000000000002 1.0080833424022337 0.0003419667183053588 1.0081027105003308 0.9999997886024421 0.9999937629061356 1.0 1.0080962097599786 -1.2867357744861252e-05
60118.2849721358 3.25 0.4500000000000002 1.0080842316433059 0.000341826697595262 1.008102345808808 0.999990780575302 1.0000142488934494 1.0 1.0081074158956234 -2.3184252317509646e-05
60118.285191589894 3.25 0.4500000000000002 1.0079663369434242 0.00034179342782446803 1.0081019811172853 0.9999870727850473 1.0000005273899955 1.0 1.0080894808223075 -0.0001231438788833472
60118.28541104399 3.25 0.4500000000000002 1.008496692843336 0.000341977882760529 1.0081016164257626 0.99998101041532 1.0000063025193164 1.0 1.00808882645401 0.00040786638932610586
60118.28563049808 3.25 0.4500000000000002 1.0079066879133862 0.0003418031900909062 1.0081012517342398 0.999969868118101 1.0000195523013102 1.0 1.008090585851885 -0.0001838979384987116
60118.285849952175 3.25 0.4500000000000002 1.0081607041001726 0.0003418344475006095 1.008100887042717 0.9999564515579693 1.0000266042964077 1.0 1.0080838044665232 7.689963364931884e-05
60118.28606940627 3.25 0.4500000000000002 1.0080788149047573 0.00034186853219589304 1.0081005223511943 0.9999740724298445 1.0000189210581687 1.0 1.0080934585882497 -1.4643683492465698e-05
60118.28628886037 3.25 0.4500000000000002 1.0078949781906832 0.0003419200229213577 1.0081001576596593 0.9999801235901462 1.0000196393765681 1.0 1.0080999183128445 -0.0002049401221613234
60118.28650831446 3.25 0.4500000000000002 1.0082542279646647 0.0003418727250614064 1.0080997929681486 0.9999747032657987 1.0000123759936135 1.0 1.008086767256629 0.0001674607080357493
60118.28672776855 3.25 0.4500000000000002 1.0082405814173623 0.00034174433504198477 1.0080994282766258 0.9999825479001477 1.0000060950635312 1.0 1.0080879791475703 0.00015260226979196823
60118.286947222645 3.25 0.4500000000000002 1.0079977867338972 0.0003417125472609577 1.008099063585103 0.9999778850481206 1.000019300284803 1.0 1.008096225691577 -9.843895767991384e-05
60118.287166676746 3.25 0.4500000000000002 1.0080199870528361 0.00034175648398312677 1.008098698893568 0.999986741437808 1.0000057968637321 1.0 1.0080911766875786 -7.118963474250783e-05
60118.28738613084 3.25 0.4500000000000002 1.008495439890364 0.00034186665268725594 1.0080983342020453 0.9999927435729475 1.0000035630786532 1.0 1.0080946109176117 0.00040082897275239837
60118.28760558493 3.25 0.4500000000000002 1.0080714208189467 0.0003419223940150235 1.0080979695105345 1.0000064673800666 0.9999996949009898 1.0 1.008104181691566 -3.276087261916416e-05
60118.28782503902 3.25 0.4500000000000002 1.0080523415250422 0.0003417268844032891 1.0080976048190118 0.9999948526098327 1.0000018163611955 1.0 1.0080942468072585 -4.190528221625911e-05
60118.288044493114 3.25 0.4500000000000002 1.0084916513876696 0.00034167572544544183 1.008097240127489 1.0000028634517486 1.0000058271672316 1.0 1.008106001133319 0.0003856502543506668
60118.28826394721 3.25 0.4500000000000002 1.0080743644307895 0.0003419714381102159 1.0080968754359663 1.0000033771118508 1.0000056669872641 1.0 1.008105992783318 -3.162835252856766e-05
60118.28848340131 3.25 0.4500000000000002 1.0092066678151281 0.00034201133827121993 1.0080965107444313 0.9999963169314631 1.0000010364982748 1.0 1.0080938427423363 0.0011128250727918676
60118.288702855396 3.25 0.4500000000000002 1.0082306433523451 0.000341960537936134 1.0080961460529207 0.999999947587685 0.9999914402716581 1.0 1.0080874641875675 0.00014317916477768478
60118.2889223095 3.25 0.4500000000000002 1.0079714614160427 0.0003416988306355484 1.0080957813613858 0.9999889641684401 1.000012416895052 1.0 1.008097173467526 -0.00012571205148326214
60118.289141763584 3.25 0.4500000000000002 1.0082813426143808 0.0003418139646815986 1.008095416669875 1.0000094296316049 1.0000040980668767 1.0 1.0081090539196684 0.00017228869471241914
60118.28936121768 3.25 0.4500000000000002 1.0074022073518603 0.0003417269047386651 1.0080950519783523 0.9999877347209155 1.000008651759248 1.0 1.0080914090999096 -0.0006892017480493173
60118.28958067177 3.25 0.4500000000000002 1.0082193847725385 0.0003417146021530744 1.0080946872868295 1.0000051396076455 1.000006531939318 1.0 1.0081064533451591 0.00011293142737933692
60118.28980012587 3.25 0.4500000000000002 1.0083418172002852 0.0003417911880252026 1.0080943225952945 0.9999836868233117 0.999997994278959 1.0 1.008075855451482 0.0002659617488032229
60118.29001957997 3.25 0.4500000000000002 1.00822516559878 0.0003418576013789073 1.0080939579037718 1.000006574395569 0.9999984180935858 1.0 1.0080989907914395 0.00012617480734045117
60118.29023903405 3.25 0.4500000000000002 1.0080598757099377 0.0003417269834136421 1.0080935932122612 0.9999824594141703 1.000011135678287 1.0 1.0080871362690953 -2.726055915758252e-05
60118.290458488154 3.25 0.4500000000000002 1.0078904991055941 0.0003417734067539444 1.0080932285207262 1.0000194992531632 0.9999906545375586 1.0 1.0081034643046924 -0.0002129651990983028
60118.29067794224 3.25 0.4500000000000002 1.0085249807681564 0.0003418527338700391 1.0080928638292155 0.9999785928429552 1.000010715711644 1.0 1.0080820856281536 0.00044289514000284136
60118.290897396335 3.25 0.4500000000000002 1.007353125667043 0.000342024419063153 1.0080924991376927 0.9999840093826936 0.9999968115925922 1.0 1.008073164958135 -0.0007200392910919895
60118.29111685043 3.25 0.4500000000000002 1.0076328172730278 0.00034181893564645254 1.00809213444617 0.9999658223439201 1.0000128881415524 1.0 1.0080706722099777 -0.00043785493694992184
