phase,flux_fitted
0.0013286927312834488,0.9758953684132935
0.0013689978403000872,0.9759030127086449
0.0014093029493167258,0.9759108976245685
0.0014496080583333642,0.9759190225455454
0.0014899130859618768,0.9759273877769142
0.0015302181949785152,0.9759359939437195
0.0015705233039951536,0.9759448417523711
0.001610828413011792,0.9759539320084507
0.0016511335220284306,0.9759632655777744
0.001691438631045069,0.9759728433748827
0.0017317437400617074,0.9759826663565817
0.0017720488490783459,0.9759927355181176
0.0018123538767068584,0.9760030518697568
0.0018526589857234968,0.9760136165191784
0.0018929640947401355,0.9760244305456162
0.0019332692037567739,0.9760354950821972
0.0019735743127734123,0.9760468112951337
0.0020138794217900505,0.9760583803836809
0.002054184530806689,0.9760702035802367
0.002094489558435202,0.976082282125897
0.00213479466745184,0.9760946173688185
0.0021750997764684787,0.9761072106182349
0.002215404885485117,0.976120054647064
0.0022557099945017555,0.9761331224763503
0.0022960151035183937,0.9761464555830413
0.0023363202125350323,0.9761600532179672
0.002376625240163545,0.9761739161015008
0.0024169303491801833,0.9761880454551002
0.002457235458196822,0.9762024426149898
0.00249754056721346,0.9762171090663205
0.0025378456762300988,0.9762320463811608
0.002578150785246737,0.9762472562012212
0.0026184558942633756,0.9762627402284493
0.0026587609218918884,0.976278500187587
0.0026990660309085266,0.9762945379509552
0.002739371139925165,0.9763108553458013
0.0027796762489418034,0.9763274542801683
0.002819981357958442,0.9763443367110509
0.0028602864669750806,0.9763615046444754
0.002900591575991719,0.9763789586957325
0.0029408966850083575,0.976396647703047
0.00298120171263687,0.9764146332310981
0.0030215068216535084,0.9764329138252762
0.0030618119306701466,0.9764514906563504
0.0031021170396867853,0.9764703655483152
0.003142422148703424,0.9764895406034614
0.003182727257720062,0.9765090180900785
0.0032230323667367007,0.9765288003948372
0.003263337394365213,0.976548889958876
0.0033036425033818517,0.9765692894287151
0.0033439476123984903,0.9765900014064552
0.0033842527214151285,0.9766110286080768
0.003424557830431767,0.9766323738216324
0.0034648629394484053,0.9766540399068208
0.003505168048465044,0.9766759808142356
0.0035454730760935563,0.9766982375966665
0.003585778185110195,0.9767208257612774
0.0036260832941268336,0.9767437468133097
0.0036663884031434718,0.9767670033227506
0.0037066935121601104,0.9767905982696625
0.0037469986211767486,0.9768145348670589
0.003787303730193387,0.976838816491291
0.0038276087578219,0.9768634466002559
0.003867913866838538,0.9768884289175616
0.003908218975855177,0.9769137671264982
0.0039485240848718154,0.9769394650648515
0.003988829193888453,0.9769654828112594
0.004029134302905092,0.9769918443869363
0.0040694394119217304,0.9770185795632312
0.004109744520938369,0.977045690444164
0.004150049548566881,0.9770731805448069
0.00419035465758352,0.9771010540936986
0.004230659766600159,0.9771293154582853
0.0042709648756167964,0.977157969276843
0.004311269984633435,0.9771870203649137
0.004351575093650074,0.9772164736978634
0.004391880202666712,0.977246324032907
0.004432185230295225,0.9772765191444678
0.004472490339311863,0.9773071369976862
0.004512795448328502,0.9773381782751918
0.00455310055734514,0.9773696474192279
0.004593405666361778,0.9774015498122951
0.004633710775378417,0.9774338912975209
0.004674015884395056,0.9774666780262921
0.004714320912023568,0.9774999163314191
0.0047546260210402065,0.977533609663299
0.004794931130056845,0.977567684972385
0.004835236239073483,0.9776022381453676
0.0048755413480901216,0.9776372700253827
0.00491584645710676,0.9776727866444243
0.004956151566123399,0.9777087952004675
0.004996456593751911,0.9777453033894671
0.00503676170276855,0.9777823195241502
0.005077066811785188,0.9778198405736255
0.005117371920801826,0.9778578063277708
0.005157677029818465,0.9778963104821675
0.005197982138835103,0.9779353565758583
0.005238287247851742,0.9779749529939042
0.005278592356868381,0.9780151093635987
0.005318897384496893,0.9780558358917952
0.005359202493513532,0.9780971257656577
0.005399507602530169,0.9781389278994457
0.005439812711546808,0.9781813366459248
0.005480117820563447,0.9782243584776527
0.005520422929580085,0.9782680047058708
0.005560728038596724,0.9783122880046081
0.005601033066225236,0.9783572168192647
0.005641338175241875,0.9784027092276916
0.005681643284258513,0.9784488849905681
0.005721948393275151,0.9784957515859802
0.00576225350229179,0.9785433236079719
0.0058025586113084286,0.9785916173732443
0.005842863720325067,0.9786405766643732
0.0058831687479535795,0.9786902582573248
0.005923473856970218,0.97874071250251
0.005963778965986856,0.9787919567991726
0.0060040840750034945,0.9788440115317902
0.006044389184020133,0.9788967972922958
0.006084694293036772,0.9789504237210401
0.00612499940205341,0.9790049234024168
0.006165304429681923,0.9790603201195703
0.006205609538698561,0.9791165657691973
0.0062459146477152,0.979173716520134
0.006286219756731838,0.9792318423358065
0.006326524865748476,0.9792909725738197
0.006366829974765115,0.9793510362097932
0.006407135083781754,0.9794121474210546
0.006447440111410266,0.9794743599240977
0.006487745220426905,0.9795376558394531
0.006528050329443543,0.9796020579973828
0.006568355438460181,0.9796676797461178
0.00660866054747682,0.9797345123827731
0.006648965656493458,0.9798025786685997
0.006689270765510097,0.9798720091013693
0.006729575874526735,0.9799427641809446
0.006769880902155248,0.9800149573711802
0.0068101860111718865,0.9800886601362497
0.006850491120188524,0.9801638738905338
0.006890796229205163,0.9802407750877924
0.0069311013382218015,0.9803193177712438
0.00697140644723844,0.9803997237174698
0.007011711556255078,0.9804819775647703
0.007052016583883591,0.9805662789821689
0.00709232169290023,0.9806527199811456
0.0071326268019168675,0.9807414265248113
0.007172931910933506,0.9808326073900887
0.007213237019950145,0.9809264463072875
0.007253542128966783,0.9810231660811807
0.007293847237983421,0.9811230475996973
0.007334152265611934,0.9812264497710731
0.007374457374628573,0.981333855539785
0.007414762483645211,0.9814459436169529
0.007455067592661849,0.9815637294940254
0.007495372701678488,0.9816895200943948
0.007535677810695127,0.9818604841489631
0.007575982919711764,0.9820713965932122
0.007616287947340278,0.9823072797520689
0.007656593056356916,0.9825627817187551
0.007696898165373554,0.982834465926577
0.007737203274390193,0.9831200547466388
0.007777508383406831,0.983417656888272
0.00781781349242347,0.9837257794684164
0.007858118601440109,0.9840432375821906
0.007898423710456747,0.9843688408728659
0.007938728738085259,0.9847017932749561
0.007979033847101897,0.9850410783554294
0.008019338956118536,0.9853861152842288
0.008059644065135175,0.985736021019754
0.008099949174151813,0.9860903232719433
0.008140254283168452,0.9864482697774358
0.00818055939218509,0.9868094323914997
0.008220864419813602,0.9871731749764461
0.00826116952883024,0.987539090865399
0.00830147463784688,0.987906632363911
0.008341779746863518,0.9882754164265177
0.008382084855880156,0.9886449435558149
0.008422389964896795,0.989014878674417
0.008462695073913434,0.9893847248356203
0.008503000101541945,0.9897542201625229
0.008543305210558584,0.9901228368710717
0.008583610319575222,0.990490397803472
0.008623915428591861,0.9908563350871381
0.0086642205376085,0.9912205306346318
0.008704525646625138,0.9915824206234002
0.008744830755641777,0.9919418595637818
0.008785135783270288,0.9922983744839661
0.008825440892286927,0.9926516830093024
0.008865746001303566,0.9930015698039477
0.008906051110320204,0.9933475280570513
0.008946356219336843,0.9936894132130355
0.008986661328353482,0.9940267970670831
0.00902696643737012,0.9943593489287414
0.009067271546386759,0.9946869035874528
0.00910757657401527,0.9950089561699048
0.009147881683031909,0.9953252350440411
0.009188186792048548,0.9956355105219814
0.009228491901065186,0.9959393567125197
0.009268797010081825,0.9962364124865071
0.009309102119098463,0.9965263647940451
0.009349407228115102,0.9968089250464379
0.009389712255743613,0.9970836391532095
0.009430017364760252,0.9973501144603399
0.00947032247377689,0.997607974188868
0.00951062758279353,0.9978568007458245
0.009550932691810168,0.9980961510610673
0.009591237800826807,0.998325555889509
0.009631542909843445,0.9985444968284085
0.009671847937471957,0.9987524157087456
0.009712153046488595,0.9989487071093718
0.009752458155505234,0.999132680200822
0.009792763264521873,0.9993035474082662
0.009833068373538511,0.9994603633901128
0.00987337348255515,0.9996021055447409
0.009913678591571789,0.999727338606476
0.0099539836192003,0.9998342995895945
0.009994288728216939,0.9999202365996754
0.010034593837233577,0.9999804495836546
0.010074898946250216,1.0
0.010115204055266854,1.0
0.010155509164283493,1.0
0.010195814273300132,1.0
0.010236119382316769,1.0
0.010276424409945282,1.0
0.01031672951896192,1.0
0.010357034627978559,1.0
0.010397339736995198,1.0
0.010437644846011836,1.0
0.010477949955028475,1.0
0.010518255064045112,1.0
0.010558560091673625,1.0
0.010598865200690264,1.0
0.010639170309706902,1.0
0.010679475418723541,1.0
0.01071978052774018,1.0
0.010760085636756818,1.0
0.010800390745773457,1.0
0.010840695773401968,1.0
0.010881000882418607,1.0
0.010921305991435246,1.0
0.010961611100451884,1.0
0.011001916209468523,1.0
0.011042221318485161,1.0
0.0110825264275018,1.0
0.011122831455130312,1.0
0.01116313656414695,1.0
0.011203441673163589,1.0
0.011243746782180227,1.0
0.011284051891196866,1.0
0.011324357000213505,1.0
0.011364662109230143,1.0
0.01140496721824678,1.0
0.011445272245875293,1.0
0.011485577354891932,1.0
0.01152588246390857,1.0
0.01156618757292521,1.0
0.011606492681941848,1.0
0.011646797790958487,1.0
0.011687102899975123,1.0
0.011727407927603637,1.0
0.011767713036620275,1.0
0.011808018145636914,1.0
0.011848323254653553,1.0
0.011888628363670191,1.0
0.01192893347268683,1.0
0.011969238581703467,1.0
0.01200954360933198,1.0
0.012049848718348619,1.0
0.012090153827365257,1.0
0.012130458936381896,1.0
0.012170764045398534,1.0
0.012211069154415173,1.0
0.01225137426343181,1.0
0.012291679291060323,1.0
0.012331984400076962,1.0
0.0123722895090936,1.0
0.012412594618110239,1.0
0.012452899727126878,1.0
0.012493204836143516,1.0
0.012533509945160153,1.0
0.012573815054176792,1.0
0.012614120081805305,1.0
0.012654425190821944,1.0
0.012694730299838582,1.0
0.012735035408855221,1.0
0.01277534051787186,1.0
0.012815645626888496,1.0
0.012855950735905135,1.0
0.012896255763533648,1.0
0.012936560872550287,1.0
0.012976865981566926,1.0
0.013017171090583564,1.0
0.013057476199600203,1.0
0.01309778130861684,1.0
0.013138086417633478,1.0
0.013178391445261992,1.0
0.01321869655427863,1.0
0.013259001663295269,1.0
0.013299306772311907,1.0
0.013339611881328546,1.0
0.013379916990345183,1.0
0.013420222099361822,1.0
0.013460527126990335,1.0
0.013500832236006973,1.0
0.013541137345023612,1.0
0.01358144245404025,1.0
0.01362174756305689,1.0
0.013662052672073526,1.0
0.013702357781090165,1.0
0.013742662808718678,1.0
0.013782967917735317,1.0
0.013823273026751955,1.0
0.013863578135768594,1.0
0.013903883244785233,1.0
0.013944188353801871,1.0
0.013984493462818508,1.0
0.014024798571835147,1.0
0.01406510359946366,1.0
0.014105408708480299,1.0
0.014145713817496937,1.0
0.014186018926513576,1.0
0.014226324035530214,1.0
0.014266629144546851,1.0
0.01430693425356349,1.0
0.014347239281192003,1.0
0.014387544390208642,1.0
0.01442784949922528,1.0
0.014468154608241919,1.0
0.014508459717258558,1.0
0.014548764826275195,1.0
0.014589069935291833,1.0
0.014629374962920346,1.0
0.014669680071936985,1.0
0.014709985180953624,1.0
0.014750290289970262,1.0
0.014790595398986901,1.0
0.014830900508003538,1.0
0.014871205617020176,1.0
0.01491151064464869,1.0
0.014951815753665328,1.0
0.014992120862681967,1.0
0.015032425971698606,1.0
0.015072731080715244,1.0
0.015113036189731881,1.0
0.01515334129874852,1.0
0.015193646407765158,1.0
0.015233951435393672,1.0
0.01527425654441031,1.0
0.015314561653426949,1.0
0.015354866762443587,1.0
0.015395171871460224,1.0
0.015435476980476863,1.0
0.015475782089493502,1.0
0.015516087117122015,1.0
0.015556392226138653,1.0
0.015596697335155292,1.0
0.01563700244417193,1.0
0.01567730755318857,1.0
0.015717612662205206,1.0
0.015757917771221847,1.0
0.015798222798850358,1.0
0.015838527907866995,1.0
0.015878833016883635,1.0
0.015919138125900272,1.0
0.015959443234916913,1.0
0.01599974834393355,1.0
0.01604005345295019,1.0
0.0160803584805787,1.0
0.016120663589595338,1.0
0.01616096869861198,1.0
0.016201273807628615,1.0
0.016241578916645256,1.0
0.016281884025661893,1.0
0.016322189134678533,1.0
0.01636249424369517,1.0
0.01640279927132368,1.0
0.016443104380340322,1.0
0.01648340948935696,1.0
