# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: lcdata, datatype: float64}
# - {name: lcerr, datatype: float64}
# - {name: polynomial, datatype: float64}
# - {name: ypos, datatype: float64}
# - {name: ywidth, datatype: float64}
# - {name: astrophysical model, datatype: float64}
# - {name: model, datatype: float64}
# - {name: residuals, datatype: float64}
# schema: astropy-2.0
time wavelength bin_width lcdata lcerr polynomial ypos ywidth "astrophysical model" model residuals
60106.85298789752 1.825 0.9749999999999999 1.0087270247651892 0.00011496813958552002 1.0086728812301464 1.0 1.0 1.0 1.0086728812301464 5.414353504273883e-05
60106.853369415876 1.825 0.9749999999999999 1.0086407207013657 0.00011495015069461141 1.0086729856274546 1.0 1.0 1.0 1.0086729856274546 -3.226492608887632e-05
60106.853750934235 1.825 0.9749999999999999 1.0088293492175258 0.00011493305727062507 1.0086730900247625 1.0 1.0 1.0 1.0086730900247625 0.00015625919276329725
60106.854132452594 1.825 0.9749999999999999 1.008880982950272 0.00011496896285616095 1.0086731944220706 1.0 1.0 1.0 1.0086731944220706 0.0002077885282014691
60106.85451397095 1.825 0.9749999999999999 1.0088301508113986 0.0001149835248438936 1.0086732988193787 1.0 1.0 1.0 1.0086732988193787 0.00015685199201986855
60106.85489548931 1.825 0.9749999999999999 1.0088170811036985 0.00011494586911915869 1.0086734032166866 1.0 1.0 1.0 1.0086734032166866 0.00014367788701186157
60106.85527700767 1.825 0.9749999999999999 1.0086930059035464 0.0001149742306016056 1.0086735076139948 1.0 1.0 1.0 1.0086735076139948 1.9498289551611592e-05
60106.85565852602 1.825 0.9749999999999999 1.0087017103178921 0.00011498561815177827 1.0086736120113007 1.0 1.0 1.0 1.0086736120113007 2.809830659145085e-05
60106.85604004439 1.825 0.9749999999999999 1.0088080751393815 0.00011493766673272315 1.0086737164086108 1.0 1.0 1.0 1.0086737164086108 0.0001343587307707228
60106.85642156274 1.825 0.9749999999999999 1.0087292043711373 0.00011493969994627209 1.008673820805917 1.0 1.0 1.0 1.008673820805917 5.538356522039045e-05
60106.8568030811 1.825 0.9749999999999999 1.0085200523280287 0.00011491090412693986 1.0086739252032249 1.0 1.0 1.0 1.0086739252032249 -0.00015387287519619264
60106.85718459946 1.825 0.9749999999999999 1.0087729317024865 0.00011495262933805401 1.008674029600533 1.0 1.0 1.0 1.008674029600533 9.890210195351301e-05
60106.85756611781 1.825 0.9749999999999999 1.0086061173923373 0.00011495703977477513 1.008674133997839 1.0 1.0 1.0 1.008674133997839 -6.801660550159738e-05
60106.85794763617 1.825 0.9749999999999999 1.0087033110960297 0.00011495170252028574 1.008674238395147 1.0 1.0 1.0 1.008674238395147 2.9072700882704083e-05
60106.85832915454 1.825 0.9749999999999999 1.0086501753914507 0.00011491581105222971 1.008674342792457 1.0 1.0 1.0 1.008674342792457 -2.416740100619208e-05
60106.85871067289 1.825 0.9749999999999999 1.008584398556513 0.00011491912600251551 1.008674447189763 1.0 1.0 1.0 1.008674447189763 -9.004863325001722e-05
60106.85909219124 1.825 0.9749999999999999 1.0086922746999265 0.00011491005158234608 1.0086745515870692 1.0 1.0 1.0 1.0086745515870692 1.7723112857304102e-05
60106.85947370961 1.825 0.9749999999999999 1.008726823057551 0.00011491704546082243 1.008674655984379 1.0 1.0 1.0 1.008674655984379 5.216707317190483e-05
60106.859855227965 1.825 0.9749999999999999 1.0087830136895648 0.00011498381972754753 1.0086747603816872 1.0 1.0 1.0 1.0086747603816872 0.00010825330787755938
60106.86023674632 1.825 0.9749999999999999 1.0087129044769507 0.0001151444032810334 1.0086748647789932 1.0 1.0 1.0 1.0086748647789932 3.803969795757034e-05
60106.86061826467 1.825 0.9749999999999999 1.0085886386354421 0.00011491517163529092 1.0086749691762993 1.0 1.0 1.0 1.0086749691762993 -8.633054085716019e-05
60106.860999783035 1.825 0.9749999999999999 1.0085559037965126 0.00011492294673312786 1.0086750735736094 1.0 1.0 1.0 1.0086750735736094 -0.00011916977709680587
