# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: lcdata, datatype: float32}
# - {name: lcerr, datatype: float32}
# - {name: polynomial, datatype: float64}
# - {name: ypos, datatype: float64}
# - {name: ywidth, datatype: float64}
# - {name: astrophysical model, datatype: float64}
# - {name: model, datatype: float64}
# - {name: residuals, datatype: float64}
# schema: astropy-2.0
time wavelength bin_width lcdata lcerr polynomial ypos ywidth "astrophysical model" model residuals
2460793.346623321 0.075 0.0 1.0007446 0.0013251943 1.0016387501483635 1.0 1.0 1.0 1.0016387501483635 -0.0008941689258292751
2460793.3480121484 0.075 0.0 1.0024405 0.0013258434 1.0016386634757557 1.0 1.0 1.0 1.0016386634757557 0.0008017890999278965
2460793.349400976 0.075 0.0 0.9983547 0.0013235948 1.0016385768031189 1.0 1.0 1.0 1.0016385768031189 -0.0032839034174987347
2460793.3507898035 0.075 0.0 1.0030544 0.0013257072 1.001638490130511 1.0 1.0 1.0 1.001638490130511 0.0014158902863590228
2460793.3521786314 0.075 0.0 1.0011446 0.0013250527 1.0016384034578742 1.0 1.0 1.0 1.0016384034578742 -0.0004937558596076475
2460793.353567459 0.075 0.0 1.0005519 0.001325018 1.0016383167852374 1.0 1.0 1.0 1.0016383167852374 -0.0010863777746172865
2460793.3549562865 0.075 0.0 1.0013702 0.0013253952 1.0016382301126296 1.0 1.0 1.0 1.0016382301126296 -0.00026803853853296644
2460793.3563451143 0.075 0.0 0.9989353 0.0013249429 1.0016381434399928 1.0 1.0 1.0 1.0016381434399928 -0.0027028612096156035
2460793.3577339416 0.075 0.0 1.0048407 0.001326836 1.001638056767385 1.0 1.0 1.0 1.001638056767385 0.003202674853403531
2460793.3591227694 0.075 0.0 1.0018989 0.0013252058 1.0016379700947482 1.0 1.0 1.0 1.0016379700947482 0.00026091467850619665
2460793.360511597 0.075 0.0 1.0021601 0.0013253028 1.0016378834221404 1.0 1.0 1.0 1.0016378834221404 0.0005221889045197159
2460793.3619004246 0.075 0.0 1.0022377 0.0013257511 1.0016377967495036 1.0 1.0 1.0 1.0016377967495036 0.0005998808246541198
2460793.363289252 0.075 0.0 1.0004883 0.0013249341 1.0016377100768958 1.0 1.0 1.0 1.0016377100768958 -0.0011494288268958375
2460793.3646780797 0.075 0.0 1.0033587 0.0013256547 1.001637623404259 1.0 1.0 1.0 1.001637623404259 0.0017210983288342696
2460793.366066907 0.075 0.0 1.0009197 0.0013247743 1.0016375367316512 1.0 1.0 1.0 1.0016375367316512 -0.0007178370627669572
2460793.367455735 0.075 0.0 1.0021896 0.0013252483 1.0016374500590144 1.0 1.0 1.0 1.0016374500590144 0.0005521861714543608
2460793.368844562 0.075 0.0 1.0006329 0.0013243887 1.0016373633864066 1.0 1.0 1.0 1.0016373633864066 -0.001004481268181534
2460793.37023339 0.075 0.0 1.0006706 0.0013245018 1.0016372767137698 1.0 1.0 1.0 1.0016372767137698 -0.0009667244600466418
2460793.3716222174 0.075 0.0 1.0021071 0.001325192 1.0016371900411618 1.0 1.0 1.0 1.0016371900411618 0.0004699533609378026
2460793.373011045 0.075 0.0 1.0030189 0.0013258044 1.001637103368525 1.0 1.0 1.0 1.001637103368525 0.001381752680059023
2460793.3743998725 0.075 0.0 0.9989451 0.001323996 1.0016370166959172 1.0 1.0 1.0 1.0016370166959172 -0.002691899699152067
2460793.3757887 0.075 0.0 0.99914205 0.001324222 1.0016369300233094 1.0 1.0 1.0 1.0016369300233094 -0.002494879280206419
2460793.3771775276 0.075 0.0 1.0003955 0.0013239752 1.0016368433506726 1.0 1.0 1.0 1.0016368433506726 -0.0012413069279431088
2460793.378566355 0.075 0.0 1.0011278 0.0013250028 1.0016367566780648 1.0 1.0 1.0 1.0016367566780648 -0.0005089175896249021
2460793.379955183 0.075 0.0 1.0021323 0.0013257493 1.001636670005428 1.0 1.0 1.0 1.001636670005428 0.0004956265567668261
2460793.38134401 0.075 0.0 1.0030924 0.0013262198 1.0016365833328202 1.0 1.0 1.0 1.0016365833328202 0.0014558248474165758
